,stm_metro_trip_id,stm_metro_trip_route_id,stm_metro_trip_service_id,stm_metro_trip_headsign,stm_metro_trip_direction_id
0,279679853,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
1,279679857,1,24N-GLOBAUX-01-S,Station Angrignon,1
2,279679859,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
3,279679864,1,24N-GLOBAUX-01-S,Station Angrignon,1
4,279679867,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
5,279679870,1,24N-GLOBAUX-01-S,Station Angrignon,1
6,279679872,1,24N-GLOBAUX-01-S,Station Angrignon,1
7,279679875,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
8,279679879,1,24N-GLOBAUX-01-S,Station Angrignon,1
9,279679881,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
10,279679885,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
11,279679886,1,24N-GLOBAUX-01-S,Station Angrignon,1
12,279679889,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
13,279679891,1,24N-GLOBAUX-01-S,Station Angrignon,1
14,279679893,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
15,279679897,1,24N-GLOBAUX-01-S,Station Angrignon,1
16,279679899,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
17,279679905,1,24N-GLOBAUX-01-S,Station Angrignon,1
18,279679908,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
19,279679910,1,24N-GLOBAUX-01-S,Station Angrignon,1
20,279679912,1,24N-GLOBAUX-01-S,Station Angrignon,1
21,279679915,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
22,279679921,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
23,279679923,1,24N-GLOBAUX-01-S,Station Angrignon,1
24,279679925,1,24N-GLOBAUX-01-S,Station Angrignon,1
25,279679928,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
26,279679931,1,24N-GLOBAUX-01-S,Station Angrignon,1
27,279679934,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
28,279679941,1,24N-GLOBAUX-01-S,Station Angrignon,1
29,279679944,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
30,279679945,1,24N-GLOBAUX-01-S,Station Angrignon,1
31,279679947,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
32,279679949,1,24N-GLOBAUX-01-S,Station Angrignon,1
33,279679951,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
34,279679955,1,24N-GLOBAUX-01-S,Station Angrignon,1
35,279679959,1,24N-GLOBAUX-01-S,Station Angrignon,1
36,279679962,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
37,279679965,1,24N-GLOBAUX-01-S,Station Angrignon,1
38,279679968,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
39,279679971,1,24N-GLOBAUX-01-S,Station Angrignon,1
40,279679974,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
41,279679977,1,24N-GLOBAUX-01-S,Station Angrignon,1
42,279679980,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
43,279679983,1,24N-GLOBAUX-01-S,Station Angrignon,1
44,279679987,1,24N-GLOBAUX-01-S,Station Angrignon,1
45,279679991,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
46,279679995,1,24N-GLOBAUX-01-S,Station Angrignon,1
47,279679997,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
48,279679998,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
49,279680001,1,24N-GLOBAUX-01-S,Station Angrignon,1
50,279680004,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
51,279680007,1,24N-GLOBAUX-01-S,Station Angrignon,1
52,279680010,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
53,279680013,1,24N-GLOBAUX-01-S,Station Angrignon,1
54,279680016,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
55,279680019,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
56,279680022,1,24N-GLOBAUX-01-S,Station Angrignon,1
57,279680026,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
58,279680029,1,24N-GLOBAUX-01-S,Station Angrignon,1
59,279680032,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
60,279680035,1,24N-GLOBAUX-01-S,Station Angrignon,1
61,279680038,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
62,279680041,1,24N-GLOBAUX-01-S,Station Angrignon,1
63,279680044,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
64,279680047,1,24N-GLOBAUX-01-S,Station Angrignon,1
65,279680050,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
66,279680053,1,24N-GLOBAUX-01-S,Station Angrignon,1
67,279680056,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
68,279680059,1,24N-GLOBAUX-01-S,Station Angrignon,1
69,279680062,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
70,279680065,1,24N-GLOBAUX-01-S,Station Angrignon,1
71,279680068,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
72,279680072,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
73,279680075,1,24N-GLOBAUX-01-S,Station Angrignon,1
74,279680078,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
75,279680081,1,24N-GLOBAUX-01-S,Station Angrignon,1
76,279680084,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
77,279680087,1,24N-GLOBAUX-01-S,Station Angrignon,1
78,279680090,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
79,279680093,1,24N-GLOBAUX-01-S,Station Angrignon,1
80,279680096,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
81,279680099,1,24N-GLOBAUX-01-S,Station Angrignon,1
82,279680104,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
83,279680107,1,24N-GLOBAUX-01-S,Station Angrignon,1
84,279680112,1,24N-GLOBAUX-01-S,Station Angrignon,1
85,279680115,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
86,279680118,1,24N-GLOBAUX-01-S,Station Angrignon,1
87,279680121,1,24N-GLOBAUX-01-S,Station Angrignon,1
88,279680124,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
89,279680127,1,24N-GLOBAUX-01-S,Station Angrignon,1
90,279680130,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
91,279680135,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
92,279680138,1,24N-GLOBAUX-01-S,Station Angrignon,1
93,279680141,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
94,279680144,1,24N-GLOBAUX-01-S,Station Angrignon,1
95,279680147,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
96,279680150,1,24N-GLOBAUX-01-S,Station Angrignon,1
97,279680153,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
98,279680156,1,24N-GLOBAUX-01-S,Station Angrignon,1
99,279680159,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
100,279680162,1,24N-GLOBAUX-01-S,Station Angrignon,1
101,279680165,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
102,279680168,1,24N-GLOBAUX-01-S,Station Angrignon,1
103,279680171,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
104,279680174,1,24N-GLOBAUX-01-S,Station Angrignon,1
105,279680177,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
106,279680180,1,24N-GLOBAUX-01-S,Station Angrignon,1
107,279680183,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
108,279680186,1,24N-GLOBAUX-01-S,Station Angrignon,1
109,279680189,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
110,279680192,1,24N-GLOBAUX-01-S,Station Angrignon,1
111,279680195,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
112,279680198,1,24N-GLOBAUX-01-S,Station Angrignon,1
113,279680201,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
114,279680204,1,24N-GLOBAUX-01-S,Station Angrignon,1
115,279680207,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
116,279680210,1,24N-GLOBAUX-01-S,Station Angrignon,1
117,279680213,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
118,279680216,1,24N-GLOBAUX-01-S,Station Angrignon,1
119,279680219,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
120,279680222,1,24N-GLOBAUX-01-S,Station Angrignon,1
121,279680225,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
122,279680228,1,24N-GLOBAUX-01-S,Station Angrignon,1
123,279680231,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
124,279680234,1,24N-GLOBAUX-01-S,Station Angrignon,1
125,279680237,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
126,279680240,1,24N-GLOBAUX-01-S,Station Angrignon,1
127,279680243,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
128,279680246,1,24N-GLOBAUX-01-S,Station Angrignon,1
129,279680249,1,24N-GLOBAUX-01-S,Station Angrignon,1
130,279680252,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
131,279680255,1,24N-GLOBAUX-01-S,Station Angrignon,1
132,279680256,1,24N-GLOBAUX-01-S,Station Angrignon,1
133,279680258,1,24N-GLOBAUX-01-S,Station Angrignon,1
134,279680259,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
135,279680263,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
136,279680266,1,24N-GLOBAUX-01-S,Station Angrignon,1
137,279680269,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
138,279680272,1,24N-GLOBAUX-01-S,Station Angrignon,1
139,279680275,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
140,279680278,1,24N-GLOBAUX-01-S,Station Angrignon,1
141,279680281,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
142,279680284,1,24N-GLOBAUX-01-S,Station Angrignon,1
143,279680287,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
144,279680290,1,24N-GLOBAUX-01-S,Station Angrignon,1
145,279680293,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
146,279680296,1,24N-GLOBAUX-01-S,Station Angrignon,1
147,279680299,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
148,279680302,1,24N-GLOBAUX-01-S,Station Angrignon,1
149,279680305,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
150,279680308,1,24N-GLOBAUX-01-S,Station Angrignon,1
151,279680311,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
152,279680314,1,24N-GLOBAUX-01-S,Station Angrignon,1
153,279680317,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
154,279680320,1,24N-GLOBAUX-01-S,Station Angrignon,1
155,279680323,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
156,279680326,1,24N-GLOBAUX-01-S,Station Angrignon,1
157,279680329,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
158,279680332,1,24N-GLOBAUX-01-S,Station Angrignon,1
159,279680335,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
160,279680338,1,24N-GLOBAUX-01-S,Station Angrignon,1
161,279680341,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
162,279680345,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
163,279680348,1,24N-GLOBAUX-01-S,Station Angrignon,1
164,279680351,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
165,279680354,1,24N-GLOBAUX-01-S,Station Angrignon,1
166,279680357,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
167,279680360,1,24N-GLOBAUX-01-S,Station Angrignon,1
168,279680363,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
169,279680366,1,24N-GLOBAUX-01-S,Station Angrignon,1
170,279680369,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
171,279680372,1,24N-GLOBAUX-01-S,Station Angrignon,1
172,279680375,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
173,279680378,1,24N-GLOBAUX-01-S,Station Angrignon,1
174,279680381,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
175,279680384,1,24N-GLOBAUX-01-S,Station Angrignon,1
176,279680387,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
177,279680390,1,24N-GLOBAUX-01-S,Station Angrignon,1
178,279680393,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
179,279680396,1,24N-GLOBAUX-01-S,Station Angrignon,1
180,279680399,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
181,279680402,1,24N-GLOBAUX-01-S,Station Angrignon,1
182,279680405,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
183,279680409,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
184,279680412,1,24N-GLOBAUX-01-S,Station Angrignon,1
185,279680415,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
186,279680420,1,24N-GLOBAUX-01-S,Station Angrignon,1
187,279680423,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
188,279680426,1,24N-GLOBAUX-01-S,Station Angrignon,1
189,279680429,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
190,279680432,1,24N-GLOBAUX-01-S,Station Angrignon,1
191,279680435,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
192,279680438,1,24N-GLOBAUX-01-S,Station Angrignon,1
193,279680441,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
194,279680446,1,24N-GLOBAUX-01-S,Station Angrignon,1
195,279680449,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
196,279680452,1,24N-GLOBAUX-01-S,Station Angrignon,1
197,279680455,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
198,279680458,1,24N-GLOBAUX-01-S,Station Angrignon,1
199,279680461,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
200,279680464,1,24N-GLOBAUX-01-S,Station Angrignon,1
201,279680467,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
202,279680470,1,24N-GLOBAUX-01-S,Station Angrignon,1
203,279680473,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
204,279680476,1,24N-GLOBAUX-01-S,Station Angrignon,1
205,279680479,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
206,279680482,1,24N-GLOBAUX-01-S,Station Angrignon,1
207,279680485,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
208,279680488,1,24N-GLOBAUX-01-S,Station Angrignon,1
209,279680491,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
210,279680494,1,24N-GLOBAUX-01-S,Station Angrignon,1
211,279680497,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
212,279680500,1,24N-GLOBAUX-01-S,Station Angrignon,1
213,279680503,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
214,279680506,1,24N-GLOBAUX-01-S,Station Angrignon,1
215,279680509,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
216,279680514,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
217,279680517,1,24N-GLOBAUX-01-S,Station Angrignon,1
218,279680520,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
219,279680523,1,24N-GLOBAUX-01-S,Station Angrignon,1
220,279680526,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
221,279680529,1,24N-GLOBAUX-01-S,Station Angrignon,1
222,279680532,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
223,279680535,1,24N-GLOBAUX-01-S,Station Angrignon,1
224,279680538,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
225,279680541,1,24N-GLOBAUX-01-S,Station Angrignon,1
226,279680544,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
227,279680547,1,24N-GLOBAUX-01-S,Station Angrignon,1
228,279680550,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
229,279680553,1,24N-GLOBAUX-01-S,Station Angrignon,1
230,279680556,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
231,279680559,1,24N-GLOBAUX-01-S,Station Angrignon,1
232,279680562,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
233,279680565,1,24N-GLOBAUX-01-S,Station Angrignon,1
234,279680568,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
235,279680572,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
236,279680575,1,24N-GLOBAUX-01-S,Station Angrignon,1
237,279680578,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
238,279680581,1,24N-GLOBAUX-01-S,Station Angrignon,1
239,279680584,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
240,279680587,1,24N-GLOBAUX-01-S,Station Angrignon,1
241,279680590,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
242,279680593,1,24N-GLOBAUX-01-S,Station Angrignon,1
243,279680596,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
244,279680599,1,24N-GLOBAUX-01-S,Station Angrignon,1
245,279680602,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
246,279680605,1,24N-GLOBAUX-01-S,Station Angrignon,1
247,279680608,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
248,279680612,1,24N-GLOBAUX-01-S,Station Angrignon,1
249,279680615,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
250,279680618,1,24N-GLOBAUX-01-S,Station Angrignon,1
251,279680621,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
252,279680624,1,24N-GLOBAUX-01-S,Station Angrignon,1
253,279680627,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
254,279680630,1,24N-GLOBAUX-01-S,Station Angrignon,1
255,279680633,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
256,279680636,1,24N-GLOBAUX-01-S,Station Angrignon,1
257,279680639,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
258,279680642,1,24N-GLOBAUX-01-S,Station Angrignon,1
259,279680645,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
260,279680648,1,24N-GLOBAUX-01-S,Station Angrignon,1
261,279680651,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
262,279680654,1,24N-GLOBAUX-01-S,Station Angrignon,1
263,279680657,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
264,279680660,1,24N-GLOBAUX-01-S,Station Angrignon,1
265,279680663,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
266,279680666,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
267,279680669,1,24N-GLOBAUX-01-S,Station Angrignon,1
268,279680672,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
269,279680675,1,24N-GLOBAUX-01-S,Station Angrignon,1
270,279680678,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
271,279680681,1,24N-GLOBAUX-01-S,Station Angrignon,1
272,279680684,1,24N-GLOBAUX-01-S,Station Angrignon,1
273,279680687,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
274,279680690,1,24N-GLOBAUX-01-S,Station Angrignon,1
275,279680693,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
276,279680696,1,24N-GLOBAUX-01-S,Station Angrignon,1
277,279680699,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
278,279680702,1,24N-GLOBAUX-01-S,Station Angrignon,1
279,279680705,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
280,279680708,1,24N-GLOBAUX-01-S,Station Angrignon,1
281,279680711,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
282,279680714,1,24N-GLOBAUX-01-S,Station Angrignon,1
283,279680717,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
284,279680720,1,24N-GLOBAUX-01-S,Station Angrignon,1
285,279680723,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
286,279680726,1,24N-GLOBAUX-01-S,Station Angrignon,1
287,279680730,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
288,279680733,1,24N-GLOBAUX-01-S,Station Angrignon,1
289,279680736,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
290,279680739,1,24N-GLOBAUX-01-S,Station Angrignon,1
291,279680742,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
292,279680745,1,24N-GLOBAUX-01-S,Station Angrignon,1
293,279680748,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
294,279680751,1,24N-GLOBAUX-01-S,Station Angrignon,1
295,279680754,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
296,279680757,1,24N-GLOBAUX-01-S,Station Angrignon,1
297,279680760,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
298,279680763,1,24N-GLOBAUX-01-S,Station Angrignon,1
299,279680766,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
300,279680769,1,24N-GLOBAUX-01-S,Station Angrignon,1
301,279680772,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
302,279680775,1,24N-GLOBAUX-01-S,Station Angrignon,1
303,279680778,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
304,279680781,1,24N-GLOBAUX-01-S,Station Angrignon,1
305,279680784,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
306,279680787,1,24N-GLOBAUX-01-S,Station Angrignon,1
307,279680790,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
308,279680793,1,24N-GLOBAUX-01-S,Station Angrignon,1
309,279680796,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
310,279680799,1,24N-GLOBAUX-01-S,Station Angrignon,1
311,279680802,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
312,279680805,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
313,279680808,1,24N-GLOBAUX-01-S,Station Angrignon,1
314,279680811,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
315,279680814,1,24N-GLOBAUX-01-S,Station Angrignon,1
316,279680817,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
317,279680820,1,24N-GLOBAUX-01-S,Station Angrignon,1
318,279680823,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
319,279680826,1,24N-GLOBAUX-01-S,Station Angrignon,1
320,279680829,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
321,279680832,1,24N-GLOBAUX-01-S,Station Angrignon,1
322,279680835,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
323,279680838,1,24N-GLOBAUX-01-S,Station Angrignon,1
324,279680841,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
325,279680844,1,24N-GLOBAUX-01-S,Station Angrignon,1
326,279680847,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
327,279680850,1,24N-GLOBAUX-01-S,Station Angrignon,1
328,279680853,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
329,279680856,1,24N-GLOBAUX-01-S,Station Angrignon,1
330,279680859,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
331,279680862,1,24N-GLOBAUX-01-S,Station Angrignon,1
332,279680865,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
333,279680868,1,24N-GLOBAUX-01-S,Station Angrignon,1
334,279680871,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
335,279680874,1,24N-GLOBAUX-01-S,Station Angrignon,1
336,279680878,1,24N-GLOBAUX-01-S,Station Angrignon,1
337,279680881,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
338,279680884,1,24N-GLOBAUX-01-S,Station Angrignon,1
339,279680887,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
340,279680890,1,24N-GLOBAUX-01-S,Station Angrignon,1
341,279680893,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
342,279680896,1,24N-GLOBAUX-01-S,Station Angrignon,1
343,279680899,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
344,279680902,1,24N-GLOBAUX-01-S,Station Angrignon,1
345,279680905,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
346,279680908,1,24N-GLOBAUX-01-S,Station Angrignon,1
347,279680911,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
348,279680914,1,24N-GLOBAUX-01-S,Station Angrignon,1
349,279680917,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
350,279680920,1,24N-GLOBAUX-01-S,Station Angrignon,1
351,279680923,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
352,279680926,1,24N-GLOBAUX-01-S,Station Angrignon,1
353,279680929,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
354,279680932,1,24N-GLOBAUX-01-S,Station Angrignon,1
355,279680935,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
356,279680938,1,24N-GLOBAUX-01-S,Station Angrignon,1
357,279680941,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
358,279680944,1,24N-GLOBAUX-01-S,Station Angrignon,1
359,279680947,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
360,279680950,1,24N-GLOBAUX-01-S,Station Angrignon,1
361,279680953,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
362,279680956,1,24N-GLOBAUX-01-S,Station Angrignon,1
363,279680959,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
364,279680962,1,24N-GLOBAUX-01-S,Station Angrignon,1
365,279680965,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
366,279680969,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
367,279680972,1,24N-GLOBAUX-01-S,Station Angrignon,1
368,279680975,1,24N-GLOBAUX-01-S,Station Angrignon,1
369,279680978,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
370,279680981,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
371,279680986,1,24N-GLOBAUX-01-S,Station Angrignon,1
372,279680989,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
373,279680992,1,24N-GLOBAUX-01-S,Station Angrignon,1
374,279680995,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
375,279680998,1,24N-GLOBAUX-01-S,Station Angrignon,1
376,279681001,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
377,279681004,1,24N-GLOBAUX-01-S,Station Angrignon,1
378,279681007,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
379,279681010,1,24N-GLOBAUX-01-S,Station Angrignon,1
380,279681013,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
381,279681016,1,24N-GLOBAUX-01-S,Station Angrignon,1
382,279681020,1,24N-GLOBAUX-01-S,Station Angrignon,1
383,279681023,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
384,279681026,1,24N-GLOBAUX-01-S,Station Angrignon,1
385,279681029,1,24N-GLOBAUX-01-S,Station Honoré-Beaugrand,0
386,279681032,1,24N-GLOBAUX-01-S,Station Angrignon,1
