,mta_metro_trip_id,mta_metro_route_id,mta_metro_service_id,mta_metro_trip_headsign,mta_metro_direction_id
12436,BSP24GEN-H026-Saturday-00_099000_H..N21R,H,Saturday,Broad Channel,0
12437,BSP24GEN-H026-Saturday-00_099100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12438,BSP24GEN-H026-Saturday-00_100000_H..N21R,H,Saturday,Broad Channel,0
12439,BSP24GEN-H026-Saturday-00_101000_H..N21R,H,Saturday,Broad Channel,0
12440,BSP24GEN-H026-Saturday-00_101100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12441,BSP24GEN-H026-Saturday-00_101900_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12442,BSP24GEN-H026-Saturday-00_103000_H..N21R,H,Saturday,Broad Channel,0
12443,BSP24GEN-H026-Saturday-00_103100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12444,BSP24GEN-H026-Saturday-00_104200_H..N21R,H,Saturday,Broad Channel,0
12445,BSP24GEN-H026-Saturday-00_105000_H..N21R,H,Saturday,Broad Channel,0
12446,BSP24GEN-H026-Saturday-00_105100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12447,BSP24GEN-H026-Saturday-00_106100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12448,BSP24GEN-H026-Saturday-00_107000_H..N21R,H,Saturday,Broad Channel,0
12449,BSP24GEN-H026-Saturday-00_107300_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12450,BSP24GEN-H026-Saturday-00_109000_H..N21R,H,Saturday,Broad Channel,0
12451,BSP24GEN-H026-Saturday-00_109100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12452,BSP24GEN-H026-Saturday-00_110200_H..N21R,H,Saturday,Broad Channel,0
12453,BSP24GEN-H026-Saturday-00_111000_H..N21R,H,Saturday,Broad Channel,0
12454,BSP24GEN-H026-Saturday-00_111100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12455,BSP24GEN-H026-Saturday-00_112100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12456,BSP24GEN-H026-Saturday-00_113000_H..N21R,H,Saturday,Broad Channel,0
12457,BSP24GEN-H026-Saturday-00_113300_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12458,BSP24GEN-H026-Saturday-00_115000_H..N21R,H,Saturday,Broad Channel,0
12459,BSP24GEN-H026-Saturday-00_115100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12460,BSP24GEN-H026-Saturday-00_116200_H..N21R,H,Saturday,Broad Channel,0
12461,BSP24GEN-H026-Saturday-00_117000_H..N21R,H,Saturday,Broad Channel,0
12462,BSP24GEN-H026-Saturday-00_117100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12463,BSP24GEN-H026-Saturday-00_118050_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12464,BSP24GEN-H026-Saturday-00_119000_H..N21R,H,Saturday,Broad Channel,0
12465,BSP24GEN-H026-Saturday-00_119400_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12466,BSP24GEN-H026-Saturday-00_121000_H..N21R,H,Saturday,Broad Channel,0
12467,BSP24GEN-H026-Saturday-00_121100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12468,BSP24GEN-H026-Saturday-00_123000_H..N21R,H,Saturday,Broad Channel,0
12469,BSP24GEN-H026-Saturday-00_123100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12470,BSP24GEN-H026-Saturday-00_125000_H..N21R,H,Saturday,Broad Channel,0
12471,BSP24GEN-H026-Saturday-00_125200_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12472,BSP24GEN-H026-Saturday-00_127000_H..N21R,H,Saturday,Broad Channel,0
12473,BSP24GEN-H026-Saturday-00_127100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12474,BSP24GEN-H026-Saturday-00_129100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12475,BSP24GEN-H026-Saturday-00_129200_H..N21R,H,Saturday,Broad Channel,0
12476,BSP24GEN-H026-Saturday-00_131250_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12477,BSP24GEN-H026-Saturday-00_131400_H..N21R,H,Saturday,Broad Channel,0
12478,BSP24GEN-H026-Saturday-00_133250_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12479,BSP24GEN-H026-Saturday-00_133400_H..N21R,H,Saturday,Broad Channel,0
12480,BSP24GEN-H026-Saturday-00_135250_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12481,BSP24GEN-H026-Saturday-00_135600_H..N21R,H,Saturday,Broad Channel,0
12482,BSP24GEN-H026-Saturday-00_137000_H..N21R,H,Saturday,Broad Channel,0
12483,BSP24GEN-H026-Saturday-00_137450_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12484,BSP24GEN-H026-Saturday-00_138400_H..N21R,H,Saturday,Broad Channel,0
12485,BSP24GEN-H026-Saturday-00_139100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12486,BSP24GEN-H026-Saturday-00_141100_H..N21R,H,Saturday,Broad Channel,0
12487,BSP24GEN-H026-Saturday-00_142100_H..S21R,H,Saturday,Rockaway Park-Beach 116 St,1
12488,BSP24GEN-H026-Saturday-00_144100_H..N21R,H,Saturday,Broad Channel,0
12489,BSP24GEN-H026-Saturday-00_146100_H..N21R,H,Saturday,Broad Channel,0
12490,BSP24GEN-H042-Weekday-00_001750_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12491,BSP24GEN-H042-Weekday-00_004100_H..N21R,H,Weekday,Broad Channel,0
12492,BSP24GEN-H042-Weekday-00_004150_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12493,BSP24GEN-H042-Weekday-00_006100_H..N21R,H,Weekday,Broad Channel,0
12494,BSP24GEN-H042-Weekday-00_006550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12495,BSP24GEN-H042-Weekday-00_008100_H..N21R,H,Weekday,Broad Channel,0
12496,BSP24GEN-H042-Weekday-00_008850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12497,BSP24GEN-H042-Weekday-00_010100_H..N21R,H,Weekday,Broad Channel,0
12498,BSP24GEN-H042-Weekday-00_010550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12499,BSP24GEN-H042-Weekday-00_012100_H..N21R,H,Weekday,Broad Channel,0
12500,BSP24GEN-H042-Weekday-00_012550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12501,BSP24GEN-H042-Weekday-00_014100_H..N21R,H,Weekday,Broad Channel,0
12502,BSP24GEN-H042-Weekday-00_014550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12503,BSP24GEN-H042-Weekday-00_016100_H..N21R,H,Weekday,Broad Channel,0
12504,BSP24GEN-H042-Weekday-00_016550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12505,BSP24GEN-H042-Weekday-00_018100_H..N21R,H,Weekday,Broad Channel,0
12506,BSP24GEN-H042-Weekday-00_018550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12507,BSP24GEN-H042-Weekday-00_020100_H..N21R,H,Weekday,Broad Channel,0
12508,BSP24GEN-H042-Weekday-00_020550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12509,BSP24GEN-H042-Weekday-00_022100_H..N21R,H,Weekday,Broad Channel,0
12510,BSP24GEN-H042-Weekday-00_022550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12511,BSP24GEN-H042-Weekday-00_024100_H..N21R,H,Weekday,Broad Channel,0
12512,BSP24GEN-H042-Weekday-00_024550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12513,BSP24GEN-H042-Weekday-00_026100_H..N21R,H,Weekday,Broad Channel,0
12514,BSP24GEN-H042-Weekday-00_026550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12515,BSP24GEN-H042-Weekday-00_028550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12516,BSP24GEN-H042-Weekday-00_028900_H..N21R,H,Weekday,Broad Channel,0
12517,BSP24GEN-H042-Weekday-00_030800_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12518,BSP24GEN-H042-Weekday-00_031100_H..N21R,H,Weekday,Broad Channel,0
12519,BSP24GEN-H042-Weekday-00_032900_H..N21R,H,Weekday,Broad Channel,0
12520,BSP24GEN-H042-Weekday-00_032950_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12521,BSP24GEN-H042-Weekday-00_034750_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12522,BSP24GEN-H042-Weekday-00_034800_H..N21R,H,Weekday,Broad Channel,0
12523,BSP24GEN-H042-Weekday-00_036300_H..N21R,H,Weekday,Broad Channel,0
12524,BSP24GEN-H042-Weekday-00_036650_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12525,BSP24GEN-H042-Weekday-00_038100_H..N21R,H,Weekday,Broad Channel,0
12526,BSP24GEN-H042-Weekday-00_038550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12527,BSP24GEN-H042-Weekday-00_040650_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12528,BSP24GEN-H042-Weekday-00_040850_H..N21R,H,Weekday,Broad Channel,0
12529,BSP24GEN-H042-Weekday-00_043200_H..N21R,H,Weekday,Broad Channel,0
12530,BSP24GEN-H042-Weekday-00_043650_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12531,BSP24GEN-H042-Weekday-00_044700_H..N21R,H,Weekday,Broad Channel,0
12532,BSP24GEN-H042-Weekday-00_045600_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12533,BSP24GEN-H042-Weekday-00_046250_H..N21R,H,Weekday,Broad Channel,0
12534,BSP24GEN-H042-Weekday-00_046900_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12535,BSP24GEN-H042-Weekday-00_048150_H..N21R,H,Weekday,Broad Channel,0
12536,BSP24GEN-H042-Weekday-00_048500_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12537,BSP24GEN-H042-Weekday-00_049300_H..N21R,H,Weekday,Broad Channel,0
12538,BSP24GEN-H042-Weekday-00_050100_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12539,BSP24GEN-H042-Weekday-00_050600_H..N21R,H,Weekday,Broad Channel,0
12540,BSP24GEN-H042-Weekday-00_051700_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12541,BSP24GEN-H042-Weekday-00_052250_H..N21R,H,Weekday,Broad Channel,0
12542,BSP24GEN-H042-Weekday-00_053350_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12543,BSP24GEN-H042-Weekday-00_054100_H..N21R,H,Weekday,Broad Channel,0
12544,BSP24GEN-H042-Weekday-00_055050_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12545,BSP24GEN-H042-Weekday-00_056200_H..N21R,H,Weekday,Broad Channel,0
12546,BSP24GEN-H042-Weekday-00_057050_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12547,BSP24GEN-H042-Weekday-00_058200_H..N21R,H,Weekday,Broad Channel,0
12548,BSP24GEN-H042-Weekday-00_059000_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12549,BSP24GEN-H042-Weekday-00_060000_H..N21R,H,Weekday,Broad Channel,0
12550,BSP24GEN-H042-Weekday-00_060550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12551,BSP24GEN-H042-Weekday-00_061900_H..N21R,H,Weekday,Broad Channel,0
12552,BSP24GEN-H042-Weekday-00_061900_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12553,BSP24GEN-H042-Weekday-00_063200_H..N21R,H,Weekday,Broad Channel,0
12554,BSP24GEN-H042-Weekday-00_064150_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12555,BSP24GEN-H042-Weekday-00_064700_H..N21R,H,Weekday,Broad Channel,0
12556,BSP24GEN-H042-Weekday-00_065350_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12557,BSP24GEN-H042-Weekday-00_066100_H..N21R,H,Weekday,Broad Channel,0
12558,BSP24GEN-H042-Weekday-00_066550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12559,BSP24GEN-H042-Weekday-00_067400_H..N21R,H,Weekday,Broad Channel,0
12560,BSP24GEN-H042-Weekday-00_067950_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12561,BSP24GEN-H042-Weekday-00_069100_H..N21R,H,Weekday,Broad Channel,0
12562,BSP24GEN-H042-Weekday-00_069250_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12563,BSP24GEN-H042-Weekday-00_070600_H..N21R,H,Weekday,Broad Channel,0
12564,BSP24GEN-H042-Weekday-00_070950_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12565,BSP24GEN-H042-Weekday-00_072400_H..N21R,H,Weekday,Broad Channel,0
12566,BSP24GEN-H042-Weekday-00_072550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12567,BSP24GEN-H042-Weekday-00_073400_H..N21R,H,Weekday,Broad Channel,0
12568,BSP24GEN-H042-Weekday-00_074350_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12569,BSP24GEN-H042-Weekday-00_075400_H..N21R,H,Weekday,Broad Channel,0
12570,BSP24GEN-H042-Weekday-00_075850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12571,BSP24GEN-H042-Weekday-00_076600_H..N21R,H,Weekday,Broad Channel,0
12572,BSP24GEN-H042-Weekday-00_077700_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12573,BSP24GEN-H042-Weekday-00_078100_H..N21R,H,Weekday,Broad Channel,0
12574,BSP24GEN-H042-Weekday-00_078550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12575,BSP24GEN-H042-Weekday-00_079900_H..N21R,H,Weekday,Broad Channel,0
12576,BSP24GEN-H042-Weekday-00_079950_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12577,BSP24GEN-H042-Weekday-00_081400_H..N21R,H,Weekday,Broad Channel,0
12578,BSP24GEN-H042-Weekday-00_081750_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12579,BSP24GEN-H042-Weekday-00_082650_H..N21R,H,Weekday,Broad Channel,0
12580,BSP24GEN-H042-Weekday-00_083750_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12581,BSP24GEN-H042-Weekday-00_084100_H..N21R,H,Weekday,Broad Channel,0
12582,BSP24GEN-H042-Weekday-00_084500_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12583,BSP24GEN-H042-Weekday-00_085600_H..N21R,H,Weekday,Broad Channel,0
12584,BSP24GEN-H042-Weekday-00_085950_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12585,BSP24GEN-H042-Weekday-00_087000_H..N21R,H,Weekday,Broad Channel,0
12586,BSP24GEN-H042-Weekday-00_087450_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12587,BSP24GEN-H042-Weekday-00_088250_H..N21R,H,Weekday,Broad Channel,0
12588,BSP24GEN-H042-Weekday-00_088850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12589,BSP24GEN-H042-Weekday-00_090000_H..N21R,H,Weekday,Broad Channel,0
12590,BSP24GEN-H042-Weekday-00_090100_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12591,BSP24GEN-H042-Weekday-00_091250_H..N21R,H,Weekday,Broad Channel,0
12592,BSP24GEN-H042-Weekday-00_091850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12593,BSP24GEN-H042-Weekday-00_093000_H..N21R,H,Weekday,Broad Channel,0
12594,BSP24GEN-H042-Weekday-00_093100_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12595,BSP24GEN-H042-Weekday-00_094300_H..N21R,H,Weekday,Broad Channel,0
12596,BSP24GEN-H042-Weekday-00_094850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12597,BSP24GEN-H042-Weekday-00_095700_H..N21R,H,Weekday,Broad Channel,0
12598,BSP24GEN-H042-Weekday-00_096100_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12599,BSP24GEN-H042-Weekday-00_097150_H..N21R,H,Weekday,Broad Channel,0
12600,BSP24GEN-H042-Weekday-00_097550_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12601,BSP24GEN-H042-Weekday-00_098550_H..N21R,H,Weekday,Broad Channel,0
12602,BSP24GEN-H042-Weekday-00_099150_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12603,BSP24GEN-H042-Weekday-00_099850_H..N21R,H,Weekday,Broad Channel,0
12604,BSP24GEN-H042-Weekday-00_100650_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12605,BSP24GEN-H042-Weekday-00_101400_H..N21R,H,Weekday,Broad Channel,0
12606,BSP24GEN-H042-Weekday-00_102150_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12607,BSP24GEN-H042-Weekday-00_103100_H..N21R,H,Weekday,Broad Channel,0
12608,BSP24GEN-H042-Weekday-00_103450_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12609,BSP24GEN-H042-Weekday-00_104600_H..N21R,H,Weekday,Broad Channel,0
12610,BSP24GEN-H042-Weekday-00_105250_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12611,BSP24GEN-H042-Weekday-00_106500_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12612,BSP24GEN-H042-Weekday-00_106800_H..N21R,H,Weekday,Broad Channel,0
12613,BSP24GEN-H042-Weekday-00_108700_H..N21R,H,Weekday,Broad Channel,0
12614,BSP24GEN-H042-Weekday-00_108750_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12615,BSP24GEN-H042-Weekday-00_110750_H..N21R,H,Weekday,Broad Channel,0
12616,BSP24GEN-H042-Weekday-00_111150_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12617,BSP24GEN-H042-Weekday-00_111900_H..N21R,H,Weekday,Broad Channel,0
12618,BSP24GEN-H042-Weekday-00_112600_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12619,BSP24GEN-H042-Weekday-00_112900_H..N21R,H,Weekday,Broad Channel,0
12620,BSP24GEN-H042-Weekday-00_113800_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12621,BSP24GEN-H042-Weekday-00_114100_H..N21R,H,Weekday,Broad Channel,0
12622,BSP24GEN-H042-Weekday-00_114800_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12623,BSP24GEN-H042-Weekday-00_115650_H..N21R,H,Weekday,Broad Channel,0
12624,BSP24GEN-H042-Weekday-00_115950_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12625,BSP24GEN-H042-Weekday-00_116650_H..N21R,H,Weekday,Broad Channel,0
12626,BSP24GEN-H042-Weekday-00_117550_H..N21R,H,Weekday,Broad Channel,0
12627,BSP24GEN-H042-Weekday-00_117750_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12628,BSP24GEN-H042-Weekday-00_118650_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12629,BSP24GEN-H042-Weekday-00_119100_H..N21R,H,Weekday,Broad Channel,0
12630,BSP24GEN-H042-Weekday-00_119850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12631,BSP24GEN-H042-Weekday-00_120500_H..N21R,H,Weekday,Broad Channel,0
12632,BSP24GEN-H042-Weekday-00_120950_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12633,BSP24GEN-H042-Weekday-00_122350_H..N21R,H,Weekday,Broad Channel,0
12634,BSP24GEN-H042-Weekday-00_122450_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12635,BSP24GEN-H042-Weekday-00_123900_H..N21R,H,Weekday,Broad Channel,0
12636,BSP24GEN-H042-Weekday-00_124850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12637,BSP24GEN-H042-Weekday-00_125300_H..N21R,H,Weekday,Broad Channel,0
12638,BSP24GEN-H042-Weekday-00_126050_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12639,BSP24GEN-H042-Weekday-00_127350_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12640,BSP24GEN-H042-Weekday-00_127700_H..N21R,H,Weekday,Broad Channel,0
12641,BSP24GEN-H042-Weekday-00_129650_H..N21R,H,Weekday,Broad Channel,0
12642,BSP24GEN-H042-Weekday-00_129850_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12643,BSP24GEN-H042-Weekday-00_131350_H..N21R,H,Weekday,Broad Channel,0
12644,BSP24GEN-H042-Weekday-00_131750_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12645,BSP24GEN-H042-Weekday-00_133050_H..N21R,H,Weekday,Broad Channel,0
12646,BSP24GEN-H042-Weekday-00_133700_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12647,BSP24GEN-H042-Weekday-00_135500_H..N21R,H,Weekday,Broad Channel,0
12648,BSP24GEN-H042-Weekday-00_135800_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12649,BSP24GEN-H042-Weekday-00_137350_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12650,BSP24GEN-H042-Weekday-00_137450_H..N21R,H,Weekday,Broad Channel,0
12651,BSP24GEN-H042-Weekday-00_139050_H..N21R,H,Weekday,Broad Channel,0
12652,BSP24GEN-H042-Weekday-00_139300_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12653,BSP24GEN-H042-Weekday-00_140900_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12654,BSP24GEN-H042-Weekday-00_141100_H..N21R,H,Weekday,Broad Channel,0
12655,BSP24GEN-H042-Weekday-00_143400_H..S21R,H,Weekday,Rockaway Park-Beach 116 St,1
12656,BSP24GEN-H042-Weekday-00_143850_H..N21R,H,Weekday,Broad Channel,0
12657,BSP24GEN-H042-Weekday-00_146000_H..N21R,H,Weekday,Broad Channel,0
12658,BSP24GEN-J033-Saturday-00_000850_J..S12R,J,Saturday,Broad St,1
12659,BSP24GEN-J033-Saturday-00_002850_J..S12R,J,Saturday,Broad St,1
12660,BSP24GEN-J033-Saturday-00_004850_J..S12R,J,Saturday,Broad St,1
12661,BSP24GEN-J033-Saturday-00_006850_J..S12R,J,Saturday,Broad St,1
12662,BSP24GEN-J033-Saturday-00_007500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12663,BSP24GEN-J033-Saturday-00_008850_J..S12R,J,Saturday,Broad St,1
12664,BSP24GEN-J033-Saturday-00_009500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12665,BSP24GEN-J033-Saturday-00_010850_J..S12R,J,Saturday,Broad St,1
12666,BSP24GEN-J033-Saturday-00_011500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12667,BSP24GEN-J033-Saturday-00_012850_J..S12R,J,Saturday,Broad St,1
12668,BSP24GEN-J033-Saturday-00_013500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12669,BSP24GEN-J033-Saturday-00_014850_J..S12R,J,Saturday,Broad St,1
12670,BSP24GEN-J033-Saturday-00_015500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12671,BSP24GEN-J033-Saturday-00_016850_J..S12R,J,Saturday,Broad St,1
12672,BSP24GEN-J033-Saturday-00_017500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12673,BSP24GEN-J033-Saturday-00_018850_J..S12R,J,Saturday,Broad St,1
12674,BSP24GEN-J033-Saturday-00_019500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12675,BSP24GEN-J033-Saturday-00_020850_J..S12R,J,Saturday,Broad St,1
12676,BSP24GEN-J033-Saturday-00_021500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12677,BSP24GEN-J033-Saturday-00_022850_J..S12R,J,Saturday,Broad St,1
12678,BSP24GEN-J033-Saturday-00_023500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12679,BSP24GEN-J033-Saturday-00_024850_J..S12R,J,Saturday,Broad St,1
12680,BSP24GEN-J033-Saturday-00_025500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12681,BSP24GEN-J033-Saturday-00_026850_J..S12R,J,Saturday,Broad St,1
12682,BSP24GEN-J033-Saturday-00_027500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12683,BSP24GEN-J033-Saturday-00_028850_J..S12R,J,Saturday,Broad St,1
12684,BSP24GEN-J033-Saturday-00_029500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12685,BSP24GEN-J033-Saturday-00_030850_J..S12R,J,Saturday,Broad St,1
12686,BSP24GEN-J033-Saturday-00_099900_J..S12R,J,Saturday,Broad St,1
12687,BSP24GEN-J033-Saturday-00_031500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12688,BSP24GEN-J033-Saturday-00_032500_J..S12R,J,Saturday,Broad St,1
12689,BSP24GEN-J033-Saturday-00_033500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12690,BSP24GEN-J033-Saturday-00_033500_J..S12R,J,Saturday,Broad St,1
12691,BSP24GEN-J033-Saturday-00_034700_J..S12R,J,Saturday,Broad St,1
12692,BSP24GEN-J033-Saturday-00_035500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12693,BSP24GEN-J033-Saturday-00_035900_J..S12R,J,Saturday,Broad St,1
12694,BSP24GEN-J033-Saturday-00_037100_J..S12R,J,Saturday,Broad St,1
12695,BSP24GEN-J033-Saturday-00_037500_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12696,BSP24GEN-J033-Saturday-00_038300_J..S12R,J,Saturday,Broad St,1
12697,BSP24GEN-J033-Saturday-00_038700_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12698,BSP24GEN-J033-Saturday-00_039500_J..S12R,J,Saturday,Broad St,1
12699,BSP24GEN-J033-Saturday-00_040000_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12700,BSP24GEN-J033-Saturday-00_040700_J..S12R,J,Saturday,Broad St,1
12701,BSP24GEN-J033-Saturday-00_041200_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12702,BSP24GEN-J033-Saturday-00_041800_J..S12R,J,Saturday,Broad St,1
12703,BSP24GEN-J033-Saturday-00_042400_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12704,BSP24GEN-J033-Saturday-00_042900_J..S12R,J,Saturday,Broad St,1
12705,BSP24GEN-J033-Saturday-00_043600_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12706,BSP24GEN-J033-Saturday-00_043900_J..S12R,J,Saturday,Broad St,1
12707,BSP24GEN-J033-Saturday-00_044800_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12708,BSP24GEN-J033-Saturday-00_044900_J..S12R,J,Saturday,Broad St,1
12709,BSP24GEN-J033-Saturday-00_045900_J..S12R,J,Saturday,Broad St,1
12710,BSP24GEN-J033-Saturday-00_046000_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
12711,BSP24GEN-J033-Saturday-00_046900_J..S12R,J,Saturday,Broad St,1
12712,BSP24GEN-J033-Saturday-00_047250_J..N12R,J,Saturday,Jamaica Center-Parsons/Archer,0
