,mta_metro_trip_id,mta_metro_route_id,mta_metro_service_id,mta_metro_trip_headsign,mta_metro_direction_id
0,ASP24GEN-1038-Sunday-00_000600_1..S03R,1,Sunday,South Ferry,1
1,ASP24GEN-1038-Sunday-00_002600_1..S03R,1,Sunday,South Ferry,1
2,ASP24GEN-1038-Sunday-00_004600_1..S03R,1,Sunday,South Ferry,1
3,ASP24GEN-1038-Sunday-00_006600_1..S03R,1,Sunday,South Ferry,1
4,ASP24GEN-1038-Sunday-00_007200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
5,ASP24GEN-1038-Sunday-00_008600_1..S03R,1,Sunday,South Ferry,1
6,ASP24GEN-1038-Sunday-00_009200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
7,ASP24GEN-1038-Sunday-00_010600_1..S03R,1,Sunday,South Ferry,1
8,ASP24GEN-1038-Sunday-00_011200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
9,ASP24GEN-1038-Sunday-00_012600_1..S03R,1,Sunday,South Ferry,1
10,ASP24GEN-1038-Sunday-00_013200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
11,ASP24GEN-1038-Sunday-00_014600_1..S03R,1,Sunday,South Ferry,1
12,ASP24GEN-1038-Sunday-00_015200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
13,ASP24GEN-1038-Sunday-00_016600_1..S03R,1,Sunday,South Ferry,1
14,ASP24GEN-1038-Sunday-00_017200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
15,ASP24GEN-1038-Sunday-00_018600_1..S03R,1,Sunday,South Ferry,1
16,ASP24GEN-1038-Sunday-00_019200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
17,ASP24GEN-1038-Sunday-00_020600_1..S03R,1,Sunday,South Ferry,1
18,ASP24GEN-1038-Sunday-00_021200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
19,ASP24GEN-1038-Sunday-00_022600_1..S03R,1,Sunday,South Ferry,1
20,ASP24GEN-1038-Sunday-00_023200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
21,ASP24GEN-1038-Sunday-00_024600_1..S03R,1,Sunday,South Ferry,1
22,ASP24GEN-1038-Sunday-00_025200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
23,ASP24GEN-1038-Sunday-00_026600_1..S03R,1,Sunday,South Ferry,1
24,ASP24GEN-1038-Sunday-00_027200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
25,ASP24GEN-1038-Sunday-00_028600_1..S03R,1,Sunday,South Ferry,1
26,ASP24GEN-1038-Sunday-00_029200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
27,ASP24GEN-1038-Sunday-00_030600_1..S03R,1,Sunday,South Ferry,1
28,ASP24GEN-1038-Sunday-00_031200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
29,ASP24GEN-1038-Sunday-00_032600_1..S03R,1,Sunday,South Ferry,1
30,ASP24GEN-1038-Sunday-00_033200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
31,ASP24GEN-1038-Sunday-00_034600_1..S03R,1,Sunday,South Ferry,1
32,ASP24GEN-1038-Sunday-00_035200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
33,ASP24GEN-1038-Sunday-00_036450_1..S03R,1,Sunday,South Ferry,1
34,ASP24GEN-1038-Sunday-00_037200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
35,ASP24GEN-1038-Sunday-00_038350_1..S03R,1,Sunday,South Ferry,1
36,ASP24GEN-1038-Sunday-00_039200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
37,ASP24GEN-1038-Sunday-00_040250_1..S03R,1,Sunday,South Ferry,1
38,ASP24GEN-1038-Sunday-00_041200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
39,ASP24GEN-1038-Sunday-00_041850_1..S03R,1,Sunday,South Ferry,1
40,ASP24GEN-1038-Sunday-00_043200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
41,ASP24GEN-1038-Sunday-00_043400_1..S03R,1,Sunday,South Ferry,1
42,ASP24GEN-1038-Sunday-00_044750_1..S03R,1,Sunday,South Ferry,1
43,ASP24GEN-1038-Sunday-00_045200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
44,ASP24GEN-1038-Sunday-00_045750_1..S03R,1,Sunday,South Ferry,1
45,ASP24GEN-1038-Sunday-00_046750_1..S03R,1,Sunday,South Ferry,1
46,ASP24GEN-1038-Sunday-00_047200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
47,ASP24GEN-1038-Sunday-00_047750_1..S03R,1,Sunday,South Ferry,1
48,ASP24GEN-1038-Sunday-00_048750_1..S03R,1,Sunday,South Ferry,1
49,ASP24GEN-1038-Sunday-00_048850_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
50,ASP24GEN-1038-Sunday-00_049750_1..S03R,1,Sunday,South Ferry,1
51,ASP24GEN-1038-Sunday-00_050200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
52,ASP24GEN-1038-Sunday-00_050750_1..S03R,1,Sunday,South Ferry,1
53,ASP24GEN-1038-Sunday-00_051400_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
54,ASP24GEN-1038-Sunday-00_051750_1..S03R,1,Sunday,South Ferry,1
55,ASP24GEN-1038-Sunday-00_052650_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
56,ASP24GEN-1038-Sunday-00_052750_1..S03R,1,Sunday,South Ferry,1
57,ASP24GEN-1038-Sunday-00_053750_1..S03R,1,Sunday,South Ferry,1
58,ASP24GEN-1038-Sunday-00_053850_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
59,ASP24GEN-1038-Sunday-00_054750_1..S03R,1,Sunday,South Ferry,1
60,ASP24GEN-1038-Sunday-00_055050_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
61,ASP24GEN-1038-Sunday-00_055750_1..S03R,1,Sunday,South Ferry,1
62,ASP24GEN-1038-Sunday-00_056250_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
63,ASP24GEN-1038-Sunday-00_056550_1..S03R,1,Sunday,South Ferry,1
64,ASP24GEN-1038-Sunday-00_057250_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
65,ASP24GEN-1038-Sunday-00_057350_1..S03R,1,Sunday,South Ferry,1
66,ASP24GEN-1038-Sunday-00_058150_1..S03R,1,Sunday,South Ferry,1
67,ASP24GEN-1038-Sunday-00_058250_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
68,ASP24GEN-1038-Sunday-00_058950_1..S03R,1,Sunday,South Ferry,1
69,ASP24GEN-1038-Sunday-00_059250_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
70,ASP24GEN-1038-Sunday-00_059750_1..S03R,1,Sunday,South Ferry,1
71,ASP24GEN-1038-Sunday-00_060250_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
72,ASP24GEN-1038-Sunday-00_060550_1..S03R,1,Sunday,South Ferry,1
73,ASP24GEN-1038-Sunday-00_061250_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
74,ASP24GEN-1038-Sunday-00_061350_1..S03R,1,Sunday,South Ferry,1
75,ASP24GEN-1038-Sunday-00_062050_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
76,ASP24GEN-1038-Sunday-00_062050_1..S03R,1,Sunday,South Ferry,1
77,ASP24GEN-1038-Sunday-00_062750_1..S03R,1,Sunday,South Ferry,1
78,ASP24GEN-1038-Sunday-00_062850_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
79,ASP24GEN-1038-Sunday-00_063350_1..S03R,1,Sunday,South Ferry,1
80,ASP24GEN-1038-Sunday-00_063650_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
81,ASP24GEN-1038-Sunday-00_063950_1..S03R,1,Sunday,South Ferry,1
82,ASP24GEN-1038-Sunday-00_064450_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
83,ASP24GEN-1038-Sunday-00_064550_1..S03R,1,Sunday,South Ferry,1
84,ASP24GEN-1038-Sunday-00_065150_1..S03R,1,Sunday,South Ferry,1
85,ASP24GEN-1038-Sunday-00_065250_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
86,ASP24GEN-1038-Sunday-00_065750_1..S03R,1,Sunday,South Ferry,1
87,ASP24GEN-1038-Sunday-00_066050_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
88,ASP24GEN-1038-Sunday-00_066350_1..S03R,1,Sunday,South Ferry,1
89,ASP24GEN-1038-Sunday-00_066850_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
90,ASP24GEN-1038-Sunday-00_066950_1..S03R,1,Sunday,South Ferry,1
91,ASP24GEN-1038-Sunday-00_067550_1..S03R,1,Sunday,South Ferry,1
92,ASP24GEN-1038-Sunday-00_067600_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
93,ASP24GEN-1038-Sunday-00_068150_1..S03R,1,Sunday,South Ferry,1
94,ASP24GEN-1038-Sunday-00_068300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
95,ASP24GEN-1038-Sunday-00_068750_1..S03R,1,Sunday,South Ferry,1
96,ASP24GEN-1038-Sunday-00_068900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
97,ASP24GEN-1038-Sunday-00_069350_1..S03R,1,Sunday,South Ferry,1
98,ASP24GEN-1038-Sunday-00_069500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
99,ASP24GEN-1038-Sunday-00_069950_1..S03R,1,Sunday,South Ferry,1
100,ASP24GEN-1038-Sunday-00_070100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
101,ASP24GEN-1038-Sunday-00_070550_1..S03R,1,Sunday,South Ferry,1
102,ASP24GEN-1038-Sunday-00_070700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
103,ASP24GEN-1038-Sunday-00_071150_1..S03R,1,Sunday,South Ferry,1
104,ASP24GEN-1038-Sunday-00_071300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
105,ASP24GEN-1038-Sunday-00_071750_1..S03R,1,Sunday,South Ferry,1
106,ASP24GEN-1038-Sunday-00_071900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
107,ASP24GEN-1038-Sunday-00_072350_1..S03R,1,Sunday,South Ferry,1
108,ASP24GEN-1038-Sunday-00_072500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
109,ASP24GEN-1038-Sunday-00_072950_1..S03R,1,Sunday,South Ferry,1
110,ASP24GEN-1038-Sunday-00_073100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
111,ASP24GEN-1038-Sunday-00_073550_1..S03R,1,Sunday,South Ferry,1
112,ASP24GEN-1038-Sunday-00_073700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
113,ASP24GEN-1038-Sunday-00_074150_1..S03R,1,Sunday,South Ferry,1
114,ASP24GEN-1038-Sunday-00_074300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
115,ASP24GEN-1038-Sunday-00_074750_1..S03R,1,Sunday,South Ferry,1
116,ASP24GEN-1038-Sunday-00_074900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
117,ASP24GEN-1038-Sunday-00_075350_1..S03R,1,Sunday,South Ferry,1
118,ASP24GEN-1038-Sunday-00_075500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
119,ASP24GEN-1038-Sunday-00_075950_1..S03R,1,Sunday,South Ferry,1
120,ASP24GEN-1038-Sunday-00_076100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
121,ASP24GEN-1038-Sunday-00_076550_1..S03R,1,Sunday,South Ferry,1
122,ASP24GEN-1038-Sunday-00_076700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
123,ASP24GEN-1038-Sunday-00_077150_1..S03R,1,Sunday,South Ferry,1
124,ASP24GEN-1038-Sunday-00_077300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
125,ASP24GEN-1038-Sunday-00_077750_1..S03R,1,Sunday,South Ferry,1
126,ASP24GEN-1038-Sunday-00_077900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
127,ASP24GEN-1038-Sunday-00_078350_1..S03R,1,Sunday,South Ferry,1
128,ASP24GEN-1038-Sunday-00_078500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
129,ASP24GEN-1038-Sunday-00_078950_1..S03R,1,Sunday,South Ferry,1
130,ASP24GEN-1038-Sunday-00_079100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
131,ASP24GEN-1038-Sunday-00_079550_1..S03R,1,Sunday,South Ferry,1
132,ASP24GEN-1038-Sunday-00_079700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
133,ASP24GEN-1038-Sunday-00_080150_1..S03R,1,Sunday,South Ferry,1
134,ASP24GEN-1038-Sunday-00_080300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
135,ASP24GEN-1038-Sunday-00_080750_1..S03R,1,Sunday,South Ferry,1
136,ASP24GEN-1038-Sunday-00_080900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
137,ASP24GEN-1038-Sunday-00_081350_1..S03R,1,Sunday,South Ferry,1
138,ASP24GEN-1038-Sunday-00_081500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
139,ASP24GEN-1038-Sunday-00_081950_1..S03R,1,Sunday,South Ferry,1
140,ASP24GEN-1038-Sunday-00_082100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
141,ASP24GEN-1038-Sunday-00_082550_1..S03R,1,Sunday,South Ferry,1
142,ASP24GEN-1038-Sunday-00_082700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
143,ASP24GEN-1038-Sunday-00_083150_1..S03R,1,Sunday,South Ferry,1
144,ASP24GEN-1038-Sunday-00_083300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
145,ASP24GEN-1038-Sunday-00_083750_1..S03R,1,Sunday,South Ferry,1
146,ASP24GEN-1038-Sunday-00_083900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
147,ASP24GEN-1038-Sunday-00_084350_1..S03R,1,Sunday,South Ferry,1
148,ASP24GEN-1038-Sunday-00_084500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
149,ASP24GEN-1038-Sunday-00_084950_1..S03R,1,Sunday,South Ferry,1
150,ASP24GEN-1038-Sunday-00_085100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
151,ASP24GEN-1038-Sunday-00_085550_1..S03R,1,Sunday,South Ferry,1
152,ASP24GEN-1038-Sunday-00_085700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
153,ASP24GEN-1038-Sunday-00_086150_1..S03R,1,Sunday,South Ferry,1
154,ASP24GEN-1038-Sunday-00_086300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
155,ASP24GEN-1038-Sunday-00_086750_1..S03R,1,Sunday,South Ferry,1
156,ASP24GEN-1038-Sunday-00_086900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
157,ASP24GEN-1038-Sunday-00_087350_1..S03R,1,Sunday,South Ferry,1
158,ASP24GEN-1038-Sunday-00_087500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
159,ASP24GEN-1038-Sunday-00_087950_1..S03R,1,Sunday,South Ferry,1
160,ASP24GEN-1038-Sunday-00_088100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
161,ASP24GEN-1038-Sunday-00_088550_1..S03R,1,Sunday,South Ferry,1
162,ASP24GEN-1038-Sunday-00_088700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
163,ASP24GEN-1038-Sunday-00_089150_1..S03R,1,Sunday,South Ferry,1
164,ASP24GEN-1038-Sunday-00_089300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
165,ASP24GEN-1038-Sunday-00_089750_1..S03R,1,Sunday,South Ferry,1
166,ASP24GEN-1038-Sunday-00_089900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
167,ASP24GEN-1038-Sunday-00_090350_1..S03R,1,Sunday,South Ferry,1
168,ASP24GEN-1038-Sunday-00_090500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
169,ASP24GEN-1038-Sunday-00_090950_1..S03R,1,Sunday,South Ferry,1
170,ASP24GEN-1038-Sunday-00_091100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
171,ASP24GEN-1038-Sunday-00_091550_1..S03R,1,Sunday,South Ferry,1
172,ASP24GEN-1038-Sunday-00_091700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
173,ASP24GEN-1038-Sunday-00_092150_1..S03R,1,Sunday,South Ferry,1
174,ASP24GEN-1038-Sunday-00_092300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
175,ASP24GEN-1038-Sunday-00_092750_1..S03R,1,Sunday,South Ferry,1
176,ASP24GEN-1038-Sunday-00_092900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
177,ASP24GEN-1038-Sunday-00_093350_1..S03R,1,Sunday,South Ferry,1
178,ASP24GEN-1038-Sunday-00_093500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
179,ASP24GEN-1038-Sunday-00_093950_1..S03R,1,Sunday,South Ferry,1
180,ASP24GEN-1038-Sunday-00_094100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
181,ASP24GEN-1038-Sunday-00_094550_1..S03R,1,Sunday,South Ferry,1
182,ASP24GEN-1038-Sunday-00_094700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
183,ASP24GEN-1038-Sunday-00_095150_1..S03R,1,Sunday,South Ferry,1
184,ASP24GEN-1038-Sunday-00_095300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
185,ASP24GEN-1038-Sunday-00_095750_1..S03R,1,Sunday,South Ferry,1
186,ASP24GEN-1038-Sunday-00_095900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
187,ASP24GEN-1038-Sunday-00_096350_1..S03R,1,Sunday,South Ferry,1
188,ASP24GEN-1038-Sunday-00_096500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
189,ASP24GEN-1038-Sunday-00_096950_1..S03R,1,Sunday,South Ferry,1
190,ASP24GEN-1038-Sunday-00_097100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
191,ASP24GEN-1038-Sunday-00_097550_1..S03R,1,Sunday,South Ferry,1
192,ASP24GEN-1038-Sunday-00_097700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
193,ASP24GEN-1038-Sunday-00_098150_1..S03R,1,Sunday,South Ferry,1
194,ASP24GEN-1038-Sunday-00_098300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
195,ASP24GEN-1038-Sunday-00_098750_1..S03R,1,Sunday,South Ferry,1
196,ASP24GEN-1038-Sunday-00_098900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
197,ASP24GEN-1038-Sunday-00_099350_1..S03R,1,Sunday,South Ferry,1
198,ASP24GEN-1038-Sunday-00_099500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
199,ASP24GEN-1038-Sunday-00_099950_1..S03R,1,Sunday,South Ferry,1
200,ASP24GEN-1038-Sunday-00_100100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
201,ASP24GEN-1038-Sunday-00_100550_1..S03R,1,Sunday,South Ferry,1
202,ASP24GEN-1038-Sunday-00_100700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
203,ASP24GEN-1038-Sunday-00_101250_1..S03R,1,Sunday,South Ferry,1
204,ASP24GEN-1038-Sunday-00_101300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
205,ASP24GEN-1038-Sunday-00_101900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
206,ASP24GEN-1038-Sunday-00_101950_1..S03R,1,Sunday,South Ferry,1
207,ASP24GEN-1038-Sunday-00_102500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
208,ASP24GEN-1038-Sunday-00_102650_1..S03R,1,Sunday,South Ferry,1
209,ASP24GEN-1038-Sunday-00_103100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
210,ASP24GEN-1038-Sunday-00_103350_1..S03R,1,Sunday,South Ferry,1
211,ASP24GEN-1038-Sunday-00_103700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
212,ASP24GEN-1038-Sunday-00_104050_1..S03R,1,Sunday,South Ferry,1
213,ASP24GEN-1038-Sunday-00_104300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
214,ASP24GEN-1038-Sunday-00_104750_1..S03R,1,Sunday,South Ferry,1
215,ASP24GEN-1038-Sunday-00_104900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
216,ASP24GEN-1038-Sunday-00_105450_1..S03R,1,Sunday,South Ferry,1
217,ASP24GEN-1038-Sunday-00_105500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
218,ASP24GEN-1038-Sunday-00_106100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
219,ASP24GEN-1038-Sunday-00_106150_1..S03R,1,Sunday,South Ferry,1
220,ASP24GEN-1038-Sunday-00_106800_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
221,ASP24GEN-1038-Sunday-00_106950_1..S03R,1,Sunday,South Ferry,1
222,ASP24GEN-1038-Sunday-00_107500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
223,ASP24GEN-1038-Sunday-00_107750_1..S03R,1,Sunday,South Ferry,1
224,ASP24GEN-1038-Sunday-00_108200_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
225,ASP24GEN-1038-Sunday-00_108550_1..S03R,1,Sunday,South Ferry,1
226,ASP24GEN-1038-Sunday-00_108900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
227,ASP24GEN-1038-Sunday-00_109350_1..S03R,1,Sunday,South Ferry,1
228,ASP24GEN-1038-Sunday-00_109600_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
229,ASP24GEN-1038-Sunday-00_110150_1..S03R,1,Sunday,South Ferry,1
230,ASP24GEN-1038-Sunday-00_110300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
231,ASP24GEN-1038-Sunday-00_110950_1..S03R,1,Sunday,South Ferry,1
232,ASP24GEN-1038-Sunday-00_111000_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
233,ASP24GEN-1038-Sunday-00_111700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
234,ASP24GEN-1038-Sunday-00_111750_1..S03R,1,Sunday,South Ferry,1
235,ASP24GEN-1038-Sunday-00_112500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
236,ASP24GEN-1038-Sunday-00_112550_1..S03R,1,Sunday,South Ferry,1
237,ASP24GEN-1038-Sunday-00_113300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
238,ASP24GEN-1038-Sunday-00_113350_1..S03R,1,Sunday,South Ferry,1
239,ASP24GEN-1038-Sunday-00_114100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
240,ASP24GEN-1038-Sunday-00_114150_1..S03R,1,Sunday,South Ferry,1
241,ASP24GEN-1038-Sunday-00_114900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
242,ASP24GEN-1038-Sunday-00_114950_1..S03R,1,Sunday,South Ferry,1
243,ASP24GEN-1038-Sunday-00_115700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
244,ASP24GEN-1038-Sunday-00_115750_1..S03R,1,Sunday,South Ferry,1
245,ASP24GEN-1038-Sunday-00_116500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
246,ASP24GEN-1038-Sunday-00_116550_1..S03R,1,Sunday,South Ferry,1
247,ASP24GEN-1038-Sunday-00_117300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
248,ASP24GEN-1038-Sunday-00_117350_1..S03R,1,Sunday,South Ferry,1
249,ASP24GEN-1038-Sunday-00_118100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
250,ASP24GEN-1038-Sunday-00_118150_1..S03R,1,Sunday,South Ferry,1
251,ASP24GEN-1038-Sunday-00_118900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
252,ASP24GEN-1038-Sunday-00_118950_1..S03R,1,Sunday,South Ferry,1
253,ASP24GEN-1038-Sunday-00_119700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
254,ASP24GEN-1038-Sunday-00_119750_1..S03R,1,Sunday,South Ferry,1
255,ASP24GEN-1038-Sunday-00_120500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
256,ASP24GEN-1038-Sunday-00_120550_1..S03R,1,Sunday,South Ferry,1
257,ASP24GEN-1038-Sunday-00_121300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
258,ASP24GEN-1038-Sunday-00_121350_1..S03R,1,Sunday,South Ferry,1
259,ASP24GEN-1038-Sunday-00_122100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
260,ASP24GEN-1038-Sunday-00_122150_1..S03R,1,Sunday,South Ferry,1
261,ASP24GEN-1038-Sunday-00_122900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
262,ASP24GEN-1038-Sunday-00_122950_1..S03R,1,Sunday,South Ferry,1
263,ASP24GEN-1038-Sunday-00_123700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
264,ASP24GEN-1038-Sunday-00_123750_1..S03R,1,Sunday,South Ferry,1
265,ASP24GEN-1038-Sunday-00_124500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
266,ASP24GEN-1038-Sunday-00_124550_1..S03R,1,Sunday,South Ferry,1
267,ASP24GEN-1038-Sunday-00_125300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
268,ASP24GEN-1038-Sunday-00_125350_1..S03R,1,Sunday,South Ferry,1
269,ASP24GEN-1038-Sunday-00_126100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
270,ASP24GEN-1038-Sunday-00_126150_1..S03R,1,Sunday,South Ferry,1
271,ASP24GEN-1038-Sunday-00_126900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
272,ASP24GEN-1038-Sunday-00_127150_1..S03R,1,Sunday,South Ferry,1
273,ASP24GEN-1038-Sunday-00_127700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
274,ASP24GEN-1038-Sunday-00_128150_1..S03R,1,Sunday,South Ferry,1
275,ASP24GEN-1038-Sunday-00_128500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
276,ASP24GEN-1038-Sunday-00_129150_1..S03R,1,Sunday,South Ferry,1
277,ASP24GEN-1038-Sunday-00_129300_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
278,ASP24GEN-1038-Sunday-00_130100_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
279,ASP24GEN-1038-Sunday-00_130150_1..S03R,1,Sunday,South Ferry,1
280,ASP24GEN-1038-Sunday-00_130900_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
281,ASP24GEN-1038-Sunday-00_131150_1..S03R,1,Sunday,South Ferry,1
282,ASP24GEN-1038-Sunday-00_131700_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
283,ASP24GEN-1038-Sunday-00_132350_1..S03R,1,Sunday,South Ferry,1
284,ASP24GEN-1038-Sunday-00_132500_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
285,ASP24GEN-1038-Sunday-00_133350_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
286,ASP24GEN-1038-Sunday-00_133550_1..S03R,1,Sunday,South Ferry,1
287,ASP24GEN-1038-Sunday-00_134150_1..N03R,1,Sunday,Van Cortlandt Park-242 St,0
